Biomedical Engineering	Linköping University	Graduate School	Full time	This programme combines fundamental concepts and knowledge in engineering, biology, and medicine to develop innovative technologies, materials, processes, and systems, with the aim of improving healthcare.Biomedical engineering is often referred to as engineering for a good life. It is a field in which your creativity and problem-solving skills will benefit humanity and make a difference.	August	Citizens from within the EU/EEA and Switzerland: No tuition fees All others: 280,600 SEK (approx. 25,500 USD/ 24,200 Euro)	MSc	2 years	Linkoping	Sweden	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering/?i811d6071c22865Processing file: course_3302.tsv
Industrial Engineering and Management	Linköping University	Graduate School	Full time	This programme gives you the skills to adopt changes in an industrial environment in a responsible and efficient manner, through established concepts in manufacturing, quality, and innovation.Linköping University has been a pioneer in industrial engineering and management education since the 1970s. Thanks to our dedicated and experienced teachers, we can offer you interesting challenges and personal development to help you reach success. Besides lectures and laboratory work, we expect you to actively participate in projects, writing papers, essays and reports, and presenting minor research tasks. This is demanding, and for good reason. We take education seriously and want your time with us to be as meaningful as possible.	August	Citizens from within the EU/EEA and Switzerland: No tuition feesAll others: 280,600 SEK (approx. 25,500 USD/ 24,200 Euro)	MSc	Two years	Linkoping	Sweden	On Campus	https://www.findamasters.com/masters-degrees/course/industrial-engineering-and-management/?i811d6071c25039Processing file: course_3303.tsv
Industrial Engineering and Management MSc	University of Twente	Master Programmes	Full time	BUSINESSES AND ORGANISATIONS TODAY NEED CREATIVE, MULTIDISCIPLINARY MANAGERS WHO COMBINE TECHNOLOGICAL KNOW-HOW WITH ENGINEERING AND MANAGEMENT SKILLS.Do you see yourself taking on such a role in, for example, production and logistics, healthcare and/or financial engineering? Are you excited about using simulations, mathematical and/or statistical models to solve the problems and improve the performance of (international) organisations? If so, the Master’s in Industrial Engineering & Management (IEM) at the University of Twente might just be the right choice for you.	February, September	Please see the university website for further information on fees for this course.	MSc	2 Years Full Time	Enschede	Netherlands	On Campus	https://www.findamasters.com/masters-degrees/course/industrial-engineering-and-management-msc/?i754d8913c70329Processing file: course_3304.tsv
Industrial Engineering and Management MSc	University of Groningen	Science and Engineering	Full time	How can you design an electronic toll collection system? How can a production plant minimize production costs without compromising on quality and safety? How can you design a complex consumer product?These are typical questions that a graduate of the Master's programme Industrial Engineering and Management (IEM) can address. In a progressively technological society, IEM engineers will increasingly become leaders of technological innovation and design.	September	Please see the university website for further information on fees for this course.	MSc	2 years full time	Groningen	Netherlands	On Campus	https://www.findamasters.com/masters-degrees/course/industrial-engineering-and-management-msc/?i1114d7105c37556Processing file: course_330.tsv
Biomedical Engineering	Aberdeen University	School of Engineering	Full time	OverviewBiomedical Engineering applies core engineering principles to the understanding and advancement of medical and healthcare technologies. On this programme, you will study the foundations of medical engineering will alongside cutting-edge technologies used in medical devices and healthcare delivery, giving students the opportunity to understand the clinical context and the opportunities for future development.This programme has been designed by experts in medical technologies from theSchool of Engineeringand theSchool of Medicine, Medical Sciences and Nutritionto offers a true interdisciplinary education in Biomedical Engineering.	September		MSc	1 year	Aberdeen	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering/?i2d4439c60104Processing file: course_3402.tsv
Biomedical Engineering	University of Portsmouth	School of Mechanical and Design Engineering	Full time	OverviewSolve medical challenges with engineered solutions on this MSc in Biomedical Engineering.You'll study the way engineering can use and build on knowledge from medicine and life sciences, and master tissue engineering, biocompatibility and health technology. You'll study with respected biomedical engineers, and have the opportunity to contribute to their active research projects in fields such as bio-inspired structures, healthcare monitoring or prosthetic limb design.	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time, 3 years part-time	Portsmouth	United Kingdom		https://www.findamasters.com/masters-degrees/course/biomedical-engineering/?i343d8021c70082Processing file: course_3502.tsv
Risk Management and Financial Engineering - MSc	Imperial College London	Imperial College Business School	Full time	MSc Risk Management & Financial Engineeringis a highly quantitative one-year programme, designed to prepare recent graduates for careers in financial engineering and risk management. The programme, which is accredited by the Professional Risk Managers' International Association (PRMIA), is designed for technically-minded graduates who want a deep, analytical study of risk management and financial engineering.You will learn how to put the latest academic thinking and business strategies into practice from leading practitioners and world class faculty, giving you a thorough and hands-on understanding of risk management. As part of the course, MSc Finance students on campus also have access to 12 Bloomberg terminals and Reuters Eikon.	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/risk-management-and-financial-engineering-msc/?i112d3962c4681Processing file: course_3504.tsv
Biomedical Engineering - MHS/MSc	University of Oulu	Master’s Programmes	Full time	Biomedical Engineering is a unique, multidisciplinary Master's programme focusing on biomechanics, medical imaging and measurement, digital signal and image analysis, machine learning, big data analytics and healthcare	September	For information on tuition fees and information on scholarships please visitPlease see the university website for further information on fees for this course.	MSc,Other	2 years full-time	Oulu	Finland	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-mhs-msc/?i1454d7693c49343Processing file: course_3602.tsv
Biomedical Engineering - MPhil/MSc (Research)	University of Glasgow	College of Science and Engineering	Full time	Biomedical Engineering brings together four important research themes associated with advanced medical diagnostics: rehabilitation and assistive technologies, cell and tissue engineering and systems biology.OverviewWe are currently home to 35 research students pursuing PhD in fields as diverse as infectious disease diagnostics for the developing world, brain-computer interfaces, stem cell differentiation using nanotechnology, robots as orthotic aids, and the creation of artificial cells.Research areasOur research expertise covers the following areas:Advanced Medical Diagnostics &	See Course	Please see the university website for further information on fees for this course.	MSc,MRes,Research Only,MPhil	See Programme Description	Glasgow	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-mphil-msc-research/?i307d4813c61673Processing file: course_3702.tsv
Cell and Tissue Engineering MSc, PgDip	Keele University	School of Pharmacy and Bioengineering	Full time	Located within a European Centre of Excellence for Tissue engineering, at Keele University’s local hospital campus: the Guy Hilton Research Centre, this course provides support and development to enhance your career within the rapidly expanding field of stem cells, regenerative medicine, cancer, material science, bio/tissue engineering and associated novel technologies.This is a multidisciplinary course that prepares you with a wide range of skills and knowledge for an exciting career in translational medicine, be it in academia, industry or for clinical research, in addition to giving you a foundation in the areas of cell biology, human anatomy and physiology and molecular	January, September	Please see the university website for further information on fees for this course.	MSc,PGDip	Full-time study - 12 months Part-time study will allow you to complete it over two years	Stoke on Trent	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/cell-and-tissue-engineering-msc-pgdip/?i131d8400c2401Processing file: course_373.tsv
International Master of Science in Fire Safety Engineering MSc	University of Edinburgh	School of Engineering	Full time	Programme descriptionThe International Master of Science in Fire Safety Engineering (IMFSE) is a two-year educational programme in the Erasmus+ framework.By providing you with a world-leading educational experience with advanced knowledge, skills and competences, the IMFSE programme shapes the next generation of fire safety engineering experts capable of tackling the global fire safety challenges in the built environment and beyond.This masters programme is jointly offered by the following four full partner universities:	September	Tuition fees vary between degree programmes. Find the specific fees for your chosen programme on our website.	MSc	2 years full-time	Edinburgh	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/international-master-of-science-in-fire-safety-engineering-msc/?i300d1312c43009Processing file: course_3775.tsv
Chemical and Materials Engineering	Vrije Universiteit Brussel	Faculty of Engineering	Full time	Course contentThe Master in Chemical and Material Engineering (120 ECTS) offers a solid core of courses in both of these engineering fields. The integrated and the multidisciplinary approach provides students up-to-date knowledge enabling them to propose innovative engineering solutions in numerous modern technological sectors. Students have the possibility to specialize in Process technology or Material Science. This programme encompasses two distinct profiles: Process Technology and Materials. The master’s programme has a common core of 56 ECTS, ensuring a strong mutual interaction and integration between both profiles.The Master of Chemical and Materials Engineering program consists of two profiles: Process Technology and Materials.	September	Tuition fees (2024-2025):EU/EEA nationals: 835 €/yearNon EU/EEA nationals: 2782 €/year	MSc	2 years	Brussels	Belgium	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-and-materials-engineering/?i385d6811c25946Processing file: course_378.tsv
Chemical and Process Engineering	University of Padua	School of Engineering	Full time	TheMaster’s degree in Chemical and Process Engineeringprogramme trains professionals able to interpret, formalise and solve complex problems related to the design, operation and optimization of industrial processes where chemical, physical and biochemical transformations of material and energy are carried out. Focusing on process and equipment design and operation, raw materials selection, safety and environmental management as well as cross-disciplinary issues, the programme offers both strong theoretical and application-oriented courses fostering skills and knowledge for sustainable engineering deployment in future society. This is a European-accredited Master engineering program according to theEUR-ACE system.	October	Our tuition fees will not exceed 2700 euros per year. Scholarship and fee waivers are available for international students, for more information visit our website.	MSc	2 years	Padua	Italy	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-and-process-engineering/?i1283d7794c67583Processing file: course_379.tsv
Biomedical Engineering - MSc	Imperial College London	Bioengineering	Full time	Our Master's degree in Biomedical Engineering first began in 1991 and provides all of the necessary technical knowledge, expertise and transferable skills to succeed in one of the fastest growing engineering disciplines.This degree offers four distinct streams, each of which accredited and employment-focused:	October	Please see the university website for further information on fees for this course.	MSc	1 year full-time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-msc/?i112d2560c13471Processing file: course_380.tsv
Chemical Engineering - Master of Science (MS)	University of Colorado Boulder	College of Engineering	Full time	The Master of Science degree in chemical engineering requires 30 hours of approved credit hours and successful completion of a comprehensive final exam or thesis defense.For more information, visit the department'sProspective Graduate Studentwebpage.Note: The department does not accept students interested in a terminal master's degree except under special circumstances. Students generally obtain a master's degree in the course of fulfilling the requirements for theChemical Engineering - Doctor of Philosophy (PhD)or theBiological Engineering - Doctor of Philosophy (PhD).	See Course	Please see the university website for further information on fees for this course.	MSc	Please view website	Boulder	USA	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-engineering-master-of-science-ms/?i512d8310c59188Processing file: course_3811.tsv
Chemical Engineering (MSc by Research)	University of Huddersfield	School of Applied Sciences	Full time	The maximum duration for an MSc by Research is 1 year (12 months) full-time or 2 years (24 months) part-time with an optional submission pending (writing-up) period of 4 months.Sometimes it may be possible to mix periods of both full-time and part-time study.If studying on a part-time basis, you must establish close links with the University and spend normally not less than an average of 10 working days per year in the university, excluding participation in activities associated with enrolment, re-registration and progression monitoring. You are also expected to dedicate 17.5 hours per week to the research.	October, January	UK fees:Please see the university website for further information on fees for this course.International fees:Please see the university website for further information on fees for this course.	MSc,Research Only	1 year full-time, 2 years part-time	Huddersfield	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-engineering-msc-by-research/?i314d1125c44607Processing file: course_3821.tsv
Chemical Engineering (with Advanced Practice) MSc	Teesside University	School of Computing, Engineering & Design Technologies	Full time	The MSc Chemical Engineering (with Advanced Practice) course is ideal if you are a chemical engineering undergraduate or if you are working within the chemical and process associated industries – pharmaceutical, fertilisers, power and energy, or water companies – and are looking for professional development, for a promotion and/or to get up to date with industry standards and	September, January	Please see the university website for further information on fees for this course.	MSc	Full-time: September enrolment: 20 months, January enrolment: 24 months, including two summer breaks	Middlesbrough	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-engineering-with-advanced-practice-msc/?i235d416c58214Processing file: course_383.tsv
Chemical Engineering and Biotechnology (Odense)	University of Southern Denmark	Masters programmes	Full time	As an engineering student you work in groups, collaborate with companies on projects, and you will be in high demand on the labour market.This study programme is relevant for you if you already have a bachelor degree in Chemical Engineering and Biotechnology and you want to enhance your skills.With a MSc in Chemical Engineering and Biotechnology you can work in the production of phytopharmacology, food products, medicines, clean energy, process development or biorefineries. You will also be qualified for consultancy work and project management in chemical, environmental and biotechnological industries.Learn more from the students	September	Please see the university website for further information on fees for this course.	MSc	2 Years Full Time	Odense	Denmark	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-engineering-and-biotechnology-odense/?i1891d8568c67613Processing file: course_384.tsv
Chemical Engineering MSc	University of Nottingham	Department of Chemical & Environmental Engineering	Full time	Our MSc Chemical Engineering programme provides extra training companies expect from the next generation of chemical engineers, producing employable graduates with the potential to be future leaders of industry.Most applicants have an engineering first degree, and the most common include environmental or chemical engineering. Based on the options selected, you will gain experience in areas such as chemical and petroleum processing, energy efficiency, carbon capture and water treatment.The course offers students with BEng and BSc engineering access to an accredited masters level degrees, required to be eligible for Chartered Engineer status.	September	Please see the university website for further information on fees for this course.	MSc	1 year full time	Nottingham	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-engineering-msc/?i338d50c18005Processing file: course_385.tsv
Chemical Engineering MSc	Rochester Institute of Technology USA	Masters Programs	Full time	The chemical engineering master’s degree prepares you to develop new, high-tech materials for use across a range of critical industries, including semiconductors, pharmaceuticals, renewable energy systems, battery and alternative energies, and more.OverviewWhy Study RIT’s Chemical Engineering Master’s DegreeAdvanced Course Work with Capstone Project: Chemical engineering students receive training in latest theory, principles, and processes to design engineered systems culminating in an independent project.Hands-On Experience: Students may pursue research for credit with a faculty member, graduate internships, andcooperative educationthrough paid full-time work in industry.Strong Career Paths: Students are hired at industry-leading companies, such as Bausch & Lomb, Boston Beer Company, Regeneron, DuPont, Eastman Kodak Company, Global Tungsten and Powders, Northrop Grumman, Global Foundries, The Hershey Company, and more.Chemical engineers apply the core scientific disciplines (chemistry, physics, biology, and mathematics) to transform raw materials or chemicals into more useful or valuable forms, invariably in processes that involve chemical change. In research and development, chemical engineers not only create new, more effective ways to manufacture chemicals, but also work collaboratively with chemists to pioneer the development of new high-tech materials for specialized applications. The development, commercialization, and optimization of the industrial-scale processes for manufacturing chemicals and advanced materials are feats of chemical engineering. Virtually every aspect of a modern industrial economy is critically dependent upon chemical engineering for manufacturing the vast array of bulk and specialty chemicals and high-tech materials needed to create a limitless array of value-added products.	See Course	Please see the university website for further information on fees for this course.	MSc	See website	Rochester	USA		https://www.findamasters.com/masters-degrees/course/chemical-engineering-msc/?i693d7481c71757Processing file: course_3866.tsv
Chemical Engineering MSc	Teesside University	School of Computing, Engineering & Design Technologies	Full time	The MSc Chemical Engineering postgraduate course is ideal if you are a chemical engineering undergraduate or if you are working within the chemical and process associated industries – pharmaceutical, fertilisers, power and energy, or water companies – and are looking for professional development, for a promotion and/or to get up to date with industry standards and	September, January	Please see the university website for further information on fees for this course.	MSc	See programme description	Middlesbrough	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-engineering-msc/?i235d416c58213Processing file: course_3870.tsv
Internet Engineering MSc	University College London	Department of Electronic and Electrical Engineering	Full time	Register your interest in graduate study at UCLThe Internet Engineering MSc is a broad programme encompassing all the fundamental components of the internet. Graduates acquire the skills necessary to design, manage and maintain the networks that will build the Future Internet, placing them in a prime position at the forefront of this rapidly changing field.About this degreeStudents develop an understanding of the evolving networks and applications using the internet protocol. Particular attention is given to the convergence of telecommunications and data networks into 'all IP'- carrier grade networks. The programme offers specialisms including fundamental network design, applications and services, and security and network management.	September	Full time - £18,000	MSc	1 year full time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/internet-engineering-msc/?i274d1827c20028Processing file: course_3876.tsv
Chemical Engineering MSc	Swansea University	School of Engineering and Applied Sciences	Full time	Chemical Engineering Course OverviewThe MSc in Chemical Engineering provides an advanced and systematic understanding of the field, equipping you with the required awareness and insight to become a credible chemical engineer.Our Chemical Engineering course is founded upon a wide body of respected research, from specific areas of advanced chemical engineering to complex workplace regulations.Your Chemical Engineering research project gives an opportunity to collaborate with expert academic staff specialised in a certain research areas, and may also involve collaboration with industry.	September, January	Please visit our website for the Chemical Engineering course fee information.	MSc	1 year full-time	Swansea	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-engineering-msc/?i231d8819c24612Processing file: course_388.tsv
Chemical Engineering MSc by Research	Swansea University	School of Engineering and Applied Sciences	Full time	From authoring definitive text books on chemical engineering to finding solutions to the world's water shortages, Swansea University has a proud tradition delivering pioneering innovative process engineering solutions. As we have a wide range of research in chemical engineering, Swansea University provides an excellent base for your research as a MSc by Research student in Chemical Engineering.There is a wide range of research in chemical engineering at Swansea University including:	October, January	Please visit our website for the Chemical Engineering research programme fee information.	MSc,Research Only	1 year full-time; 2 years part-time	Swansea	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-engineering-msc-by-research/?i231d8819c32543Processing file: course_389.tsv
Chemical Process Engineering and Safety MSc	University of Huddersfield	School of Applied Sciences	Full time	Chemical engineering is a discipline that is of critical importance to the World economy. This postgraduate course in Chemical Process Engineering and Safety covers key areas that are relevant to chemical engineering in modern industrial settings including process integration, process control and safety, process design and computer-aided process engineering. The programme comprises four 30-credit taught modules and two 30-credit project modules with include a group Design Project and an individual Research. These complementary project modules will give a balanced and broad educational experience that will serve students well in their future employment.	September	UK fees:Please see the university website for further information on fees for this course.International fees:Please see the university website for further information on fees for this course.	MSc	1 year full time	Huddersfield	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-process-engineering-and-safety-msc/?i314d1125c71261Processing file: course_38.tsv
Biomedical Engineering - MSc	University of Glasgow	College of Science and Engineering	Full time	The Masters in Biomedical Engineering is an interdisciplinary programme that will equip you for employment within the biomedical engineering sector. This programme addresses all the key aspects of biomedical	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time	Glasgow	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-msc/?i307d4813c32681Processing file: course_3909.tsv
Chemical Process Engineering MSc	University College London	Department of Chemical Engineering	Full time	Register your interest in graduate study at UCLChemical and process engineers play a major role in developing the expertise and technologies behind products we desire or depend on in everyday life; thereby enhancing our standard of living. This programme facilitates multidisciplinary collaboration between scientists and engineers, providing graduates with the advanced training necessary to enter the chemical and related process industries and become independent, self-directed engineers.About this degreeModern society relies on the work of chemical, and in particular process, engineers.	September	Full time - £18,000	MSc	1 year full time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-process-engineering-msc/?i274d1825c20062Processing file: course_3916.tsv
Chemical Science & Engineering MSc	University of Twente	Master Programmes	Full time	DEVELOP NOVEL CHEMICAL PROCESSES, MATERIALS AND MOLECULES AND CONTRIBUTE TO INNOVATIONS THAT BENEFIT OUR SOCIETY IN AREAS SUCH AS HEALTH, WATER, FOOD, ENERGY AND	September	Please see the university website for further information on fees for this course.	MSc	2 Years Full Time	Enschede	Netherlands	On Campus	https://www.findamasters.com/masters-degrees/course/chemical-science-and-engineering-msc/?i754d8913c70322Processing file: course_3945.tsv
Biomedical Engineering - MSc	Newcastle University	School of Engineering	Full time	Our Biomedical Engineering MSc is suitable for both practising professionals and new graduates with an engineering or science-based degree.With this degree, you'll apply engineering principles and push forward technology. You'll create novel diagnostic and therapeutic tools for various medical conditions. Research and development in science and engineering will likely transform future healthcare.The MSc has four streams, so you can specialise in your area of interest:biomechanicalbiomaterialsbioelectricalregulatory sciencesYou'll study specialised modules according to your choice of stream. Some taught modules are common between the four streams. These lead to the award of MSc in Biomedical Engineering.Biomechanical	September	Please see the university website for further information on fees for this course.	MSc	Full time: 12 months	Newcastle	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-msc/?i177d7800c25852Processing file: course_3.tsv
Biomedical Engineering (Healthcare) MSc (Eng)	University of Liverpool	Department of Engineering	Full time	Discover the principles and technologies that have led to biomedical engineering becoming essential in healthcare, medicine and human biology. Suitable for intercalating medical students and graduates in life sciences, this master's degree combines knowledge of biomechanics and fluid mechanics in the human body with engineering design innovations.INTRODUCTIONBiomedical engineering, the application of engineering knowledge and skills to healthcare, medicine and human biology, is the fastest growing engineering discipline worldwide.	September	UK fees (applies to Channel Islands, Isle of Man and Republic of Ireland)Full-time place, per year - £11,950International feesFull-time place, per year - £26,350	MSc,Other	1 year full time	Liverpool	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-healthcare-msc-eng/?i326d906c62274Processing file: course_4100.tsv
Biomedical Engineering (M.Sc. / P.Grad.Dip.)	Trinity College Dublin	School of Engineering	Full time	The MSc in Biomedical Engineering provides an advanced training and education to the next generation of biomedical engineers. Biomedical Engineering is considered as the application of engineering principles to advance healthcare and medicine. Some of the most exciting work in biomedical engineering today takes place at the intersection of the biological, physical, chemical, engineering and digital disciplines; making significant impacts on human healthcare. The MSc in Biomedical Engineering brings students to exciting new developments in biomedical engineering today, ranging from development of new materials for use in cardiac therapeutics, designing innovative next generation medical devices, in silico design and modelling, to growing and regenerating new tissues for tissue replacement and in vitro disease modelling.	September	Please see the university website for further information on fees for this course.	MSc,PGDip	1 year full time	Dublin	Ireland	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-m-sc-p-grad-dip/?i250d4601c11337Processing file: course_4202.tsv
Marine and Offshore Engineering MSc	Liverpool John Moores University	Faculty of Engineering and Technology	Full time	LJMU’s long history of high quality masters teaching in Marine and Offshore Engineering will ensure you are prepared for a successful career in this growing industry.Study at one of the UK’s leading Maritime SchoolsFollow a curriculum accredited by the Institution of Mechanical Engineers (IMechE)Meet Chartered Engineer requirementsBenefit from close industry links and excellent career prospectsThis MSc programme provides the engineering skills and techniques you need to work as a specialist in the marine and offshore engineering field. On graduation you will be able to make an immediate contribution to a company’s capability and operation, and progress into senior management positions.	September	Please see the university website for further information on fees for this course.	MSc	1 year full-time	Liverpool	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/marine-and-offshore-engineering-msc/?i147d3863c9236Processing file: course_4277.tsv
Biomedical Engineering (MSc)	George Washington University	School of Engineering and Applied Science	Full time	The Master of Science in Biomedical Engineering is designed to prepare students to apply engineering principles to problems in medicine and biology; to understand and model attributes of living systems; and to synthesize biomedical systems and devices in order to improve human health.The program is strongly interdisciplinary, as students choose from a large array of areas of study across the university, such as biology, public health and regulatory affairs. Course topics may also include: cancer therapy, cardiac electrophysiology, biosensors, microfluidics, medical imaging and image analysis, optogenetics, robotics and ultrasound applications in medicine.	See Course	Please see the university website for further information on fees for this course.	MSc	2 years full time, 3 years part time	Washington DC	USA	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-msc/?i2474d7926c52521Processing file: course_4308.tsv
Biomedical Engineering MSc	University of Strathclyde	Department of Biomedical Engineering	Full time	Studying an MSc in Biomedical Engineering at the University of Strathclyde, you'll be learning at a multi-award-winning academic institution - the only to have won Times Higher Education University of the Year award twice.The postgraduate taught Masters degree is a modular conversion course which provides broad training in biomedical engineering to help you progress with a career in research, industry or in the NHS.We bring together engineering, medicine and the life and physical sciences to enable the development of relevant clinical and industrial research.The programme explores advances in technology and engineering to generate applications and solutions to clinically relevant problems.	September, January	Please see the university website for further information on fees for this course.	MSc	12 months full-time, 24 months part-time	Glasgow	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-msc/?i353d457c43113Processing file: course_440.tsv
Master in Civil Engineering Technology (Ghent)	KU Leuven	Faculty of Engineering Technology	Full time	Built on a solid foundation in structural design and structural innovation, this programme will equip you with the necessary skills and knowledge to become a civil engineer. Through the choice of materials, numerical simulation and construction methods you will be able to design structures with a specific purpose that are fully compliant with environmental, legal and structural rules. You will be able to translate a project from concept to realisation, arriving at a structural design that meets the relevant criteria of strength, serviceability, energy efficiency, durability,	September	Please see the university website for further information on fees for this course.	MSc	60 ECTS (1 year)	Leuven	Belgium	On Campus	https://www.findamasters.com/masters-degrees/course/master-in-civil-engineering-technology-ghent/?i729d6627c59920Processing file: course_4427.tsv
Biomedical Engineering MSc	University of Southampton	Faculty of Engineering and Physical Sciences	Full time	Combine biology and medicine with engineering on our MSc Biomedical Engineering degree. Study human biology in your chosen specialist area and learn the skills to develop new engineering solutions. Prepare to take on a leading role in helping healthcare practitioners and providers to improve and maintain people's health.This UK master’s degree is ideal if you're an engineering, mathematics or physical science graduate who wants to specialise in Biomedical Engineering or support your continued professional development.	September	Please see the university website for further information on fees for this course.	MSc	1 Year	Southampton	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/biomedical-engineering-msc/?i349d6709c42957Processing file: course_4502.tsv
Civil and Environmental Engineering - MSc	University of West London	School of Computing and Engineering	Full time	Our civil and environmental engineering course is designed to give you a better understanding of the relationship between civil engineering and current environmental issues.We will help you to advance your analytical skills in core subject areas, including structural analysis, sustainability, geotechnics and hydraulics. You will learn to use modern IT techniques to solve complex problems throughout this course.	January, September	Please see the university website for further information on fees for this course.	MSc	15 months full-time; 2 years part-time	London	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-and-environmental-engineering-msc/?i237d3554c45459Processing file: course_453.tsv
Civil and Environmental Engineering (MSc)	University of Brescia	Masters Programmes	Full time	The MSc trains graduates who have in-depth knowledge of the theoretical and scientific aspects of civil and environmental engineering, allowing them to identify, formulate and solve complex problems in this field in an innovative manner and with an interdisciplinary approach.The requalification of the built environment, through architectural and structural restoration, the designing of seismic resistant structures, pollution control and treatment, sustainable land planning, water resources management, climate change and natural risks mitigation and adaptation measures are the core subjects of this MSc programme.First	September	Depending on the income 200-2,200 Euro per year. Max 1000 Euros for low-middle income countries.	MSc	2 years	Brescia	Italy	On Campus	https://www.findamasters.com/masters-degrees/course/civil-and-environmental-engineering-msc/?i2679d8225c57277Processing file: course_454.tsv
Civil and Environmental Engineering (MSc)	George Washington University	School of Engineering and Applied Science	Full time	The Master of Science in Civil and Environmental Engineering helps students approach, evaluate and devise solutions to some of the largest problems facing modern infrastructure and the environment today.Areas of FocusStudents may choose to pursue their studies in one of the following areas of focus:	See Course	Please see the university website for further information on fees for this course.	MSc	2 years full time, 3 years part time	Washington DC	USA	On Campus	https://www.findamasters.com/masters-degrees/course/civil-and-environmental-engineering-msc/?i2474d7926c52522Processing file: course_455.tsv
Civil and Geoenvironmental Engineering - MSc	Cardiff University	Cardiff School of Engineering	Full time	Why study this courseThis course is designed to provide specialist postgraduate professional development in this emerging and inclusive discipline, which recognises that many environmental challenges cannot be solved by one traditional discipline alone. The programme encompasses areas traditionally within civil engineering, earth sciences and biology.This MSc offers you the knowledge and expertise that you need to help you forge a career as a consulting geoenvironmental engineer within a multi-disciplinary professional team. The course is designed to provide specialist postgraduate professional development in this emerging discipline, encompassing areas traditionally within civil engineering, earth sciences and biology.	September	For programme fees please visit our website:Full time -Please see the university website for further information on fees for this course.Part time -Please see the university website for further information on fees for this course.	MSc	1 year full time, 3 years part time	Cardiff	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-and-geoenvironmental-engineering-msc/?i33d4088c4578Processing file: course_4561.tsv
Civil and Structural Engineering (with Advanced Practice) MSc	Teesside University	School of Computing, Engineering & Design Technologies	Full time	Our MSc programmes are ideal if you are a graduate or professional in the civil engineering, structural engineering or construction sector and want to deepen and broaden your technical knowledge and understanding of specialised areas.This course adds an advanced practice module to our one-year master’s and is an opportunity to enhance your qualification by an internship, research or study abroad experience.	September, January	Please see the university website for further information on fees for this course.	MSc	Full-time: September enrolment: 20 months, including a summer break; January enrolment: 2 years, including two summer breaks	Middlesbrough	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-and-structural-engineering-with-advanced-practice-msc/?i235d416c51261Processing file: course_457.tsv
Civil and Structural Engineering MSc	Teesside University	School of Computing, Engineering & Design Technologies	Full time	﻿The programme is designed for graduates and professionals involved in the civil engineering, structural engineering and construction sectors who wish to deepen and broaden their technical knowledge and understanding of specialised areas of civil and structural	September, January	Please see the university website for further information on fees for this course.	MSc	September enrolment: 1 year, January enrolment: 16 months, including a summer break	Middlesbrough	United Kingdom	On Campus	https://www.findamasters.com/masters-degrees/course/civil-and-structural-engineering-msc/?i235d416c46211Processing file: course_458.tsv
